,hmid,wid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,age,country,gender,marital,parenthood
96418,124623,3210,24h,"My wife and I had In-N-Out burgers, milk shake and fries for lunch.","My wife and I had In-N-Out burgers, milk shake and fries for lunch.",True,1,,affection,32.0,USA,m,married,y
7746,35475,8108,24h,"my wife and i had a great date night. we don't get out much anymore, with the slow income.","my wife and i had a great date night. we don't get out much anymore, with the slow income.",True,2,,affection,23.0,USA,m,married,n
83689,111816,942,24h,I got a check to cover some extra expenses.,I got a check to cover some extra expenses.,True,1,,achievement,32.0,USA,m,married,y
28660,56492,1776,24h,"I slept so good last night, which was really nice because I have slept poorly the previous two nights.","I slept so good last night, which was really nice because I have slept poorly the previous two nights.",True,1,,enjoy_the_moment,21.0,USA,f,single,n
83924,112053,554,24h,I was able to eat chicken from a high quality chicken restaurant. It was delicious and I have enjoyed meals from there since I was a kid.,I was able to eat chicken from a high quality chicken restaurant. It was delicious and I have enjoyed meals from there since I was a kid.,True,2,,enjoy_the_moment,29.0,USA,m,single,n
17842,45618,639,24h,My boss complimented me and told me that I was a great asset to my team.,My boss complimented me and told me that I was a great asset to my team.,True,1,,achievement,27.0,USA,m,single,n
84938,113072,394,24h,Today I just bought a PS4 Pro after work to compliment a new television. ,Today I just bought a PS4 Pro after work to compliment a new television. ,True,1,,achievement,24.0,USA,m,single,n
97619,125830,513,24h,"I ate scrambled eggs, bacon and biscuits and gravy which was delicious.","I ate scrambled eggs, bacon and biscuits and gravy which was delicious.",True,1,,enjoy_the_moment,41.0,USA,m,married,y
100361,128592,9881,24h,Hearing back about a possible new job opportunity at my employer made me happy. ,Hearing back about a possible new job opportunity at my employer made me happy. ,True,1,,achievement,30.0,USA,f,married,n
16971,44743,1305,24h,Receiving a package I ordered a month ago and totally forgot about that. Finding it today in the mailbox was a great surprise and made mu day!,Receiving a package I ordered a month ago and totally forgot about that. Finding it today in the mailbox was a great surprise and made mu day!,True,2,enjoy_the_moment,enjoy_the_moment,37.0,USA,f,married,y
29158,56992,1084,24h,I watched a funny show before bed,I watched a funny show before bed,True,1,,leisure,39.0,USA,m,married,y
90353,118526,1095,24h,Making rice with my daughter.,Making rice with my daughter.,True,1,,affection,31.0,USA,m,single,y
86493,114639,6508,24h,My boyfriend came home early from work today.,My boyfriend came home early from work today.,True,1,,affection,22.0,USA,f,single,n
19523,47305,1251,24h,My girlfriend texting me while at work. It was nice to see them when I had downtime and got off work,My girlfriend texting me while at work. It was nice to see them when I had downtime and got off work,True,2,,affection,27.0,USA,m,single,n
82548,110668,220,24h,Going out to a movie theater to watch a good movie. ,Going out to a movie theater to watch a good movie. ,True,1,leisure,leisure,22.0,USA,m,single,n
95778,123979,4308,24h,I finally got pictures from my best friend's graduation,I finally got pictures from my best friend's graduation,True,1,,bonding,21.0,USA,f,single,n
96462,124667,1101,24h,I snuggled with my dogs and we all slept in a big king sized bed together.,I snuggled with my dogs and we all slept in a big king sized bed together.,True,1,,affection,26.0,USA,f,single,n
99921,128147,13228,24h,I got lunch from one of my favorite restaurants yesterday afternoon.,I got lunch from one of my favorite restaurants yesterday afternoon.,True,1,,enjoy_the_moment,22.0,USA,m,single,n
92791,120979,688,24h,I had a really great and delicious dinner last night!,I had a really great and delicious dinner last night!,True,1,,enjoy_the_moment,26.0,USA,f,divorced,n
93275,121468,531,24h,My girlfriend surprised me today after work by going home with me.,My girlfriend surprised me today after work by going home with me.,True,1,,affection,29.0,USA,m,married,n
13710,41466,2494,24h,"I watched my eighteen month old son run around the house, chasbg the cat, and yelling, ""kitty!"".","I watched my eighteen month old son run around the house, chasing the cat, and yelling, ""kitty!"".",False,2,affection,affection,43.0,USA,m,married,y
18947,46728,665,24h,"My oldest daughter, called to say that she is selling her house, and moving back to the town we live in. It's going to be great to have her so close to home.","My oldest daughter, called to say that she is selling her house, and moving back to the town we live in. It's going to be great to have her so close to home.",True,2,,affection,72.0,USA,m,married,y
84902,113036,4781,24h,"I turned 30 years old yesterday. Pretty big deal to no longer be in my 20s, but I am embracing it.","I turned 30 years old yesterday. Pretty big deal to no longer be in my 20s, but I am embracing it.",True,2,enjoy_the_moment,enjoy_the_moment,29.0,USA,f,single,n
25111,52919,1613,24h,I was able to complete a very difficult project on time and within budget.,I was able to complete a very difficult project on time and within budget.,True,1,achievement,achievement,47.0,USA,m,married,y
26672,54489,1377,24h,I saw the movie 'Men of Honor' for the first time.,I saw the movie 'Men of Honor' for the first time.,True,1,,leisure,36.0,USA,m,single,n
92884,121074,333,24h,Finding a hat I had been looking for/ missing for a while.,Finding a hat I had been looking for/ missing for a while.,True,1,,achievement,27.0,USA,m,single,n
98676,126893,10867,24h,I got to talk to a friend of mine on the phone who always makes me laugh and see things in the right perspective.,I got to talk to a friend of mine on the phone who always makes me laugh and see things in the right perspective.,True,1,bonding,bonding,44.0,USA,f,divorced,y
13481,41237,2108,24h,My 6 year olds cheerleading team won their division in yesterdays competition.,My 6 year olds cheerleading team won their division in yesterdays competition.,True,1,achievement,achievement,46.0,USA,f,married,y
13171,40923,5057,24h,"I took my 93 year old mother to see her sister, my 89 year old aunt; we went to lunch then back to my aunt's house to play Bananagrams and have cookies and root beer.","I took my 93 year old mother to see her sister, my 89 year old aunt; we went to lunch then back to my aunt's house to play Bananagrams and have cookies and root beer.",True,1,,affection,59.0,USA,m,single,y
10452,38190,87,24h,I had a relaxing morning at starbucks. ,I had a relaxing morning at starbucks. ,True,1,,leisure,36.0,USA,f,single,n
21915,49706,1210,24h,"We did not get very severe storms last night like I thought we were, which make me happy.","We did not get very severe storms last night like I thought we were, which make me happy.",True,1,,affection,31.0,USA,f,married,y
10024,37761,4477,24h,I play golf every week with a group of my friends and we always have a little bet going and yesterday I played well and won the bet for best score. ,I play golf every week with a group of my friends and we always have a little bet going and yesterday I played well and won the bet for best score. ,True,1,,bonding,62.0,USA,m,married,y
28447,56279,677,24h,My daughter cooked breakfast this morning.,My daughter cooked breakfast this morning.,True,1,,affection,48.0,USA,f,widowed,y
28532,56364,11728,24h,"my mechanic told me my truck needed a few hundred in repairs to pass inspection, but hed help me find cheaper used parts to make it more affordable.","my mechanic told me my truck needed a few hundred in repairs to pass inspection, but hed help me find cheaper used parts to make it more affordable.",True,1,,achievement,26.0,USA,m,single,n
97750,125962,590,24h,I used my free time to catch up with an old friend over drinks.,I used my free time to catch up with an old friend over drinks.,True,1,,bonding,34.0,USA,f,single,n
18512,46293,858,24h,I scheduled a 3 day vacation to the beach. Booked the hotel and everything over memorial day weekend. I cant wait! ,I scheduled a 3 day vacation to the beach. Booked the hotel and everything over memorial day weekend. I cant wait! ,True,3,,enjoy_the_moment,26.0,USA,f,married,y
5657,33376,129,24h,I found a dollar on the ground,I found a dollar on the ground,True,1,,enjoy_the_moment,25.0,USA,m,single,n
15867,43636,375,24h,When both my kids were in bed last night and I got to enjoy a beer and episode of Big Bang Theory.,When both my kids were in bed last night and I got to enjoy a beer and episode of Big Bang Theory.,True,1,,leisure,30.0,USA,f,married,y
2753,30443,13269,24h,What made me happy in the past month was the small accomplishment my daughter with Down syndrome made in her gymnastics class over the past 30 days. She attends once a month and has started showing signs of regression just overall which is typical for some people with this diagnosis as they age.  ,What made me happy in the past month was the small accomplishment my daughter with Down syndrome made in her gymnastics class over the past 30 days. She attends once a month and has started showing signs of regression just overall which is typical for some people with this diagnosis as they age.  ,True,2,,affection,50.0,USA,f,divorced,y
82711,110831,1326,24h,"I exercised at the park, it was fun.","I exercised at the park, it was fun.",True,1,,exercise,33.0,USA,m,single,n
15647,43416,413,24h,I was able to come home for lunch and spend some time with my two dogs.,I was able to come home for lunch and spend some time with my two dogs.,True,1,,affection,29.0,USA,m,married,y
19489,47271,1542,24h,Yesterday I was happy because my baby started babbling finally,Yesterday I was happy because my baby started babbling finally,True,1,,affection,23.0,USA,f,single,y
28951,56785,1811,24h,I was happy to learn that Mike had gotten me on the list for Y&T because I was afraid that I would not get to see him this weekend.,I was happy to learn that Mike had gotten me on the list for Y&T because I was afraid that I would not get to see him this weekend.,True,1,,affection,44.0,USA,f,divorced,n
97325,125534,1957,24h,We found a stray cat and couldnt catch it but we fed it . that made me happy . ,We found a stray cat and couldnt catch it but we fed it . that made me happy . ,True,2,enjoy_the_moment,enjoy_the_moment,41.0,USA,f,divorced,y
5683,33402,2105,24h,I reached 85 woodcutting on Runescape.,I reached 85 woodcutting on Runescape.,True,1,,achievement,27.0,USA,m,married,n
24924,52731,1026,24h,My boyfriend surprised me with dinner from my favorite place. ,My boyfriend surprised me with dinner from my favorite place. ,True,1,,affection,25.0,USA,m,single,n
30123,57964,526,24h,Beating a challenging level on the video game I've been playing ,Beating a challenging level on the video game I've been playing ,True,1,,leisure,22.0,USA,m,single,n
12061,39808,543,24h,I went out with my boyfriend and friends for a friend's birthday.,I went out with my boyfriend and friends for a friend's birthday.,True,1,,bonding,21.0,USA,f,single,n
90823,118997,662,24h,I was happy to see how great my yard looked after the lawn service came and mowed it.,I was happy to see how great my yard looked after the lawn service came and mowed it.,True,1,,achievement,52.0,USA,f,single,n
21229,49017,2134,24h,I had tacos for dinner and they were delicious.,I had tacos for dinner and they were delicious.,True,1,,enjoy_the_moment,32.0,USA,m,married,y
3183,30877,2021,24h,I had a dinner with a group of friends I don't often see.,I had a dinner with a group of friends I don't often see.,True,1,,bonding,29.0,USA,m,single,n
18045,45823,97,24h,Getting a new puppy for my girlfriend ,Getting a new puppy for my girlfriend ,True,1,,affection,29.0,USA,m,single,n
92307,120492,4329,24h,my daughter recited a poem she learnt in school ,my daughter recited a poem she learnt in school ,True,1,,affection,27.0,USA,f,married,y
85438,113574,1342,24h,I got insurance for my new car so I can drive to get it this week.,I got insurance for my new car so I can drive to get it this week.,True,1,,achievement,50.0,USA,m,single,n
17565,45339,415,24h,Another event that made me happy was going to the farmers market.,Another event that made me happy was going to the farmers market.,True,1,enjoy_the_moment,enjoy_the_moment,23.0,USA,m,single,n
96129,124334,9113,24h,"My wife made me pizza for dinner, which I love!","My wife made me pizza for dinner, which I love!",True,1,,affection,52.0,USA,m,married,y
1579,29258,168,24h,Today is my Friday so I get to relax now.,Today is my Friday so I get to relax now.,True,1,,enjoy_the_moment,28.0,USA,m,single,n
15872,43641,9947,24h,being able to pay for my daughter fifth grade patrol trip to Washington Dc made me happy. Although I did not have the extra funds to afford the 800$ trip but I made her happy so that its fine. ,being able to pay for my daughter fifth grade patrol trip to Washington Dc made me happy. Although I did not have the extra funds to afford the 800$ trip but I made her happy so that its fine. ,True,2,,achievement,35.0,USA,m,single,y
89636,117801,241,24h,I did better than all of my peers today at work on my exam,I did better than all of my peers today at work on my exam,True,1,,achievement,24.0,USA,f,single,y
10167,37904,66,24h,I cooked a pot roast for my family for the first time and it turned out beautifully.,I cooked a pot roast for my family for the first time and it turned out beautifully.,True,1,,achievement,41.0,USA,f,single,n
22431,50224,841,24h,I check my stock and was increase by 5% and I immediately sold it.  I have an gained.  ,I check my stock and was increase by 5% and I immediately sold it.  I have an gained.  ,True,2,,achievement,30.0,USA,f,married,y
28196,56023,167,24h,I got work done.,I got work done.,True,1,,achievement,34.0,USA,m,single,n
98476,126693,16,24h,I did some side work and got paid very well.,I did some side work and got paid very well.,True,1,achievement,achievement,35.0,USA,m,single,n
577,28250,3400,24h,I made a delicious meal.,I made a delicious meal.,True,1,,enjoy_the_moment,39.0,USA,f,married,n
88360,116519,117,24h,I bought myself some Starbucks coffee,I bought myself some Starbucks coffee,True,1,,leisure,22.0,USA,m,single,n
7671,35400,1891,24h,Taking a hot bubble bath.,Taking a hot bubble bath.,True,1,,leisure,36.0,USA,f,married,y
87953,116112,248,24h,I was given a recommendation for a new graphics card to make my photo editing a quicker experience.,I was given a recommendation for a new graphics card to make my photo editing a quicker experience.,True,1,,achievement,30.0,USA,m,married,n
28176,56003,1021,24h,I had a great meal.,I had a great meal.,True,1,,enjoy_the_moment,21.0,USA,f,single,n
19664,47446,152,24h,Someone brought bagels into the office. ,Someone brought bagels into the office. ,True,1,,bonding,30.0,USA,m,married,y
16726,44496,3308,24h,Someone invited me yesterday to go on a cruise to Bahamas this summer.,Someone invited me yesterday to go on a cruise to Bahamas this summer.,True,1,,enjoy_the_moment,61.0,USA,f,widowed,y
18392,46172,11767,24h,I played a video game.,I played a video game.,True,1,leisure,leisure,34.0,USA,m,single,n
29776,57617,395,24h,"I shipped out my ebay item I sold and I got some money for it, now I have a little to spend and buy myself some nice clothes or shoes.","I shipped out my ebay item I sold and I got some money for it, now I have a little to spend and buy myself some nice clothes or shoes.",True,1,achievement,achievement,33.0,USA,m,single,n
18728,46509,171,24h,I found out that I don't have to work on a hard project anymore at work.,I found out that I don't have to work on a hard project anymore at work.,True,1,,achievement,31.0,USA,m,married,n
98972,127191,870,24h,Washed my car and now it looks really shinny and clean. ,Washed my car and now it looks really shinny and clean. ,True,1,,achievement,33.0,USA,m,single,n
92553,120741,122,24h,I made some money off of Litecoin that was unexpected.,I made some money off of Litecoin that was unexpected.,True,1,,achievement,32.0,USA,m,single,n
96006,124210,655,24h,I went to the gym with a close friend I haven't seen in awhile.,I went to the gym with a close friend I haven't seen in awhile.,True,1,,bonding,24.0,USA,m,single,n
96762,124968,1596,24h,I was happy to meet some friends from my previous office.,I was happy to meet some friends from my previous office.,True,1,bonding,bonding,24.0,USA,m,single,n
14782,42547,684,24h,I got to watch interesting YouTube videos last night before falling asleep which was a nice way to fall asleep. ,I got to watch interesting YouTube videos last night before falling asleep which was a nice way to fall asleep. ,True,1,,leisure,26.0,USA,m,single,n
96067,124271,874,24h,We got the final approval for the mortgage for the house we are buying!,We got the final approval for the mortgage for the house we are buying!,True,1,,achievement,36.0,USA,f,married,y
89158,117322,443,24h,I found ice cream in the freezer. :),I found ice cream in the freezer. :),True,2,,leisure,31.0,USA,f,single,n
19056,46837,186,24h,Had an absolutely productive day at work.,Had an absolutely productive day at work.,True,1,achievement,achievement,44.0,USA,m,single,y
87090,115244,177,24h,my brother's girlfriend who was staying with us for the past few days finally left.,my brother's girlfriend who was staying with us for the past few days finally left.,True,1,,affection,25.0,USA,m,single,n
8868,36600,3316,24h,"Drinking a ginger tea , thatas all there is , this week hasnat been very exciting or happy , in fact itas been rather tiring and stressful but itas fine , a cup of tea can fix anything.","Drinking a ginger tea , that's all there is , this week hasnat been very exciting or happy , in fact itas been rather tiring and stressful but itas fine , a cup of tea can fix anything.",False,1,,leisure,26.0,USA,m,married,y
12947,40698,691,24h,I got to hangout with my brother and play video games for the first time in a while.,I got to hangout with my brother and play video games for the first time in a while.,True,1,,affection,20.0,USA,m,single,n
99481,127702,10685,24h,My husband and I confirmed that we will be taking the family on a Disney Vacation this summer.,My husband and I confirmed that we will be taking the family on a Disney Vacation this summer.,True,1,,affection,46.0,USA,f,married,y
2701,30391,6243,24h,"Today, a friend of mine gave me a coffee table for my living room for 100% free. I have been hunting for one for a long time!","Today, a friend of mine gave me a coffee table for my living room for 100% free. I have been hunting for one for a long time!",True,2,,bonding,26.0,USA,m,single,n
88505,116665,933,24h,Getting all my work done early.,Getting all my work done early.,True,1,,achievement,31.0,USA,m,single,n
10338,38076,10261,24h,It was the opening day of trout yesterday so i was able to go fishing. ,It was the opening day of trout yesterday so i was able to go fishing. ,True,1,,enjoy_the_moment,25.0,USA,m,single,y
91356,119534,1358,24h,Watered plants and harvested some garlic scapes,Watered plants and harvested some garlic scapes,True,1,,achievement,31.0,USA,m,single,n
29229,57063,13096,24h,My dad said that he was proud of me and that myself and my husband will make excellent parents.,My dad said that he was proud of me and that myself and my husband will make excellent parents.,True,1,affection,affection,26.0,USA,f,married,n
7945,35674,1525,24h,Discussed political discourse and various issues with the US criminal justice system with a friend. I love a good intellectual discussion. It made me somewhat happy.,Discussed political discourse and various issues with the US criminal justice system with a friend. I love a good intellectual discussion. It made me somewhat happy.,True,3,,bonding,24.0,USA,m,single,n
29666,57505,127,24h,Rewarded myself with Subway on the way back from home. Tasted great!,Rewarded myself with Subway on the way back from home. Tasted great!,True,2,,enjoy_the_moment,21.0,USA,m,single,n
98957,127176,2291,24h,I went into the office and accomplished some good solid work while chatting with good friends. ,I went into the office and accomplished some good solid work while chatting with good friends. ,True,1,,bonding,56.0,USA,m,married,n
28655,56487,2028,24h,We found out that we are likely moving back to our hometown. ,We found out that we are likely moving back to our hometown. ,True,1,,enjoy_the_moment,27.0,USA,f,married,y
13882,41639,1804,24h,I put in a dip of Copenhagen Southern Blend.,I put in a dip of Copenhagen Southern Blend.,True,1,,achievement,32.0,USA,m,single,n
21853,49644,4294,24h,"I have finally found a doctor willing perform a necessary, but risky operation that will help drastically improve my day to day life.","I have finally found a doctor willing perform a necessary, but risky operation that will help drastically improve my day to day life.",True,1,,achievement,38.0,USA,m,single,n
87006,115155,3291,24h,I got to eat at my favorite restaurant.,I got to eat at my favorite restaurant.,True,1,,enjoy_the_moment,34.0,USA,f,married,y
17883,45659,11624,24h,"My dog and my friend's dog were both laying on the couch with my girlfriend, falling asleep, they were cute.","My dog and my friend's dog were both laying on the couch with my girlfriend, falling asleep, they were cute.",True,1,,affection,30.0,USA,m,single,n
21679,49467,4027,24h,I went to the gym,I went to the gym,True,1,,exercise,23.0,USA,m,single,n
1103,28778,2836,24h,Seeing my girlfriend in bed with me as i wake up,Seeing my girlfriend in bed with me as i wake up,True,1,,affection,25.0,USA,m,single,n
6544,34264,1926,24h,I was able to play video games for the first time in a few weeks.,I was able to play video games for the first time in a few weeks.,True,1,,leisure,23.0,USA,m,single,n
98436,126653,153,24h,I made cheesecake and we had it for supper last night! Yum!,I made cheesecake and we had it for supper last night! Yum!,True,2,,enjoy_the_moment,55.0,USA,f,married,y
12148,39896,473,24h,"My boyfriend and my son had a nerf gun war in the middle of my house, and everyone was laughing hysterically.","My boyfriend and my son had a nerf gun war in the middle of my house, and everyone was laughing hysterically.",True,1,,affection,37.0,USA,f,single,y
2277,29966,1752,24h,"I introduced my daughter to the video game ""Super Meat Boy"" and we had so much fun playing and laughing together.","I introduced my daughter to the video game ""Super Meat Boy"" and we had so much fun playing and laughing together.",True,1,,affection,35.0,USA,m,married,y
19353,47135,1164,24h,My coworker showed up to work.  He has been absent for awhile due to illness.,My coworker showed up to work.  He has been absent for awhile due to illness.,True,2,,bonding,35.0,USA,m,single,n
97705,125916,1052,24h,My neighbors visited the Cape Verde Islands and brought me back a present -- a native mask.,My neighbors visited the Cape Verde Islands and brought me back a present -- a native mask.,True,1,,bonding,61.0,USA,m,single,n
10178,37915,8078,24h,The bus arrived on time. Usually it is a few minutes late.,The bus arrived on time. Usually it is a few minutes late.,True,2,,achievement,21.0,USA,o,single,n
88544,116704,4573,24h,I cleaned my room.,I cleaned my room.,True,1,achievement,achievement,23.0,USA,m,single,n
26400,54217,1431,24h,An old friend contacted me that I haven't talked to in over 4 years. ,An old friend contacted me that I haven't talked to in over 4 years. ,True,1,,bonding,24.0,USA,m,single,n
96262,124467,801,24h,I enjoyed a relaxing nap after work.,I enjoyed a relaxing nap after work.,True,1,leisure,leisure,27.0,USA,m,single,n
92000,120183,3666,24h,My copy of Donkey Kong Country Tropical Freeze for WiiU arrived in the mail yesterday.,My copy of Donkey Kong Country Tropical Freeze for WiiU arrived in the mail yesterday.,True,1,,enjoy_the_moment,35.0,USA,f,single,n
4765,32474,3708,24h,I was happy that last Saturday that my husband and me finally have time to fish.  It had been at least 6 months since last time we fish.  We didn't catch a lot but sure enjoy the time being together and have chance to relax.  Both of us are having fun that day.,I was happy that last Saturday that my husband and me finally have time to fish.  It had been at least 6 months since last time we fish.  We didn't catch a lot but sure enjoy the time being together and have chance to relax.  Both of us are having fun that day.,True,4,,affection,42.0,USA,f,married,n
13935,41692,10226,24h,When i went grocery shopping to try to make stuffed peppers for the first time. I knew I was going to embark on something completely new to me and i was excited because i was doing something new and different. ,When i went grocery shopping to try to make stuffed peppers for the first time. I knew I was going to embark on something completely new to me and i was excited because i was doing something new and different. ,True,2,enjoy_the_moment,enjoy_the_moment,25.0,USA,f,single,n
97484,125693,16,24h,I found a collectible figurine in the street and took it home.,I found a collectible figurine in the street and took it home.,True,1,,enjoy_the_moment,35.0,USA,m,single,n
97671,125882,12097,24h,Playing with my children in the pool. It's amazing to see them become more confident and let go of the fear of going under the water.,Playing with my children in the pool. It's amazing to see them become more confident and let go of the fear of going under the water.,True,2,affection,affection,31.0,USA,f,divorced,y
13021,40772,11008,24h,I began listening to a podcast that is much more complex and entertaining than I anticipated.,I began listening to a podcast that is much more complex and entertaining than I anticipated.,True,1,,leisure,33.0,USA,f,separated,n
856,28529,5246,24h,Finally receiving the package that I was waiting for.,Finally receiving the package that I was waiting for.,True,1,,enjoy_the_moment,29.0,USA,m,single,n
10393,38131,7262,24h,"Watching my plants that I had planted in seed containers sprout almost overnight. They are growing nice and strong, just when I was about to lose hope. It was a happy feeling, when I woke up to see more plants","Watching my plants that I had planted in seed containers sprout almost overnight. They are growing nice and strong, just when I was about to lose hope. It was a happy feeling, when I woke up to see more plants",True,3,,nature,25.0,USA,f,married,n
9542,37278,4,24h,I got to see my 2 dogs after they were away for 2 days.,I got to see my 2 dogs after they were away for 2 days.,True,1,,affection,32.0,USA,m,married,y
27619,55445,1665,24h,Finding a product I had been craving for a long time.  I thought I had to travel far to be able to have this product but ended up finding it in my local grocery store.,Finding a product I had been craving for a long time.  I thought I had to travel far to be able to have this product but ended up finding it in my local grocery store.,True,2,,enjoy_the_moment,23.0,USA,f,single,n
3541,31238,4642,24h,Someone complimented my writing.,Someone complimented my writing.,True,1,,achievement,43.0,USA,f,married,y
11684,39428,4262,24h,I watched Sleepy Hollow.,I watched Sleepy Hollow.,True,1,,leisure,51.0,USA,m,married,n
86742,114890,1678,24h,My boyfriend is making me my favorite chinesee food entree for dinner.,My boyfriend is making me my favorite chinese food entree for dinner.,False,1,,affection,38.0,USA,f,single,y
29488,57327,1320,24h,"I had delayed it for so long, but I cleaned my ENTIRE apartment (from top to bottom) without taking a single break.","I had delayed it for so long, but I cleaned my ENTIRE apartment (from top to bottom) without taking a single break.",True,1,,achievement,36.0,USA,f,single,n
5492,33209,4,24h,I made a dinner that the entire family enjoyed.,I made a dinner that the entire family enjoyed.,True,1,,affection,32.0,USA,m,married,y
94175,122372,11741,24h,made money that i thought i wasnt going to make,made money that i thought i wasnt going to make,True,1,,achievement,25.0,USA,f,single,n
95470,123670,2504,24h,I am going to have nachos for dinner.,I am going to have nachos for dinner.,True,1,,enjoy_the_moment,27.0,USA,m,single,y
82110,110225,12632,24h,An event that made me happy in the last 24 hrs is hearing my 5 month old daughter laughing.,An event that made me happy in the last 24 hrs is hearing my 5 month old daughter laughing.,True,1,,affection,29.0,USA,f,married,y
12992,40743,319,24h,I went to church with my family.,I went to church with my family.,True,1,affection,affection,41.0,USA,m,married,y
93850,122045,11049,24h,  Today my mom called me and told me of her plans to visit me on my birthday.,  Today my mom called me and told me of her plans to visit me on my birthday.,True,1,,affection,27.0,USA,m,single,n
7852,35581,128,24h,I picked out a new paint color for downstairs.,I picked out a new paint color for downstairs.,True,1,,achievement,25.0,USA,f,single,n
97378,125587,3890,24h,Having a fun conversation filled with jokes with my coworker this morning at lunch.,Having a fun conversation filled with jokes with my coworker this morning at lunch.,True,1,,bonding,27.0,USA,m,single,n
90925,119100,670,24h,I got to watch a little tv with my husband after he came home from a long day at work.,I got to watch a little tv with my husband after he came home from a long day at work.,True,1,,affection,36.0,USA,f,married,y
95319,123519,3099,24h,"After getting my long hair cut short, I was happy to see the the hair dresser had done a fine job, and that the short cut resulted in a feeling of freedom.","After getting my long hair cut short, I was happy to see the the hair dresser had done a fine job, and that the short cut resulted in a feeling of freedom.",True,1,,achievement,73.0,USA,f,married,y
95581,123781,627,24h,i am very happy life in college days ,i am very happy life in college days ,True,1,enjoy_the_moment,achievement,30.0,USA,m,married,n
21149,48937,5101,24h,I went window shopping without my kids. ,I went window shopping without my kids. ,True,1,,affection,29.0,USA,m,married,y
20626,48412,251,24h,Speaking to old friend,Speaking to old friend,True,1,,bonding,22.0,USA,m,single,n
87585,115741,2465,24h,"My manager told my working group that there would not be layoffs for the upcoming year and that more positions than expected were going to be open for application, it was quite a shock and a very happy one.","My manager told my working group that there would not be layoffs for the upcoming year and that more positions than expected were going to be open for application, it was quite a shock and a very happy one.",True,1,,achievement,26.0,USA,m,married,n
98478,126695,1304,24h,I drove to work this morning while reflecting on my life. I am happy I live where I do and have the family that I do. ,I drove to work this morning while reflecting on my life. I am happy I live where I do and have the family that I do. ,True,2,,affection,43.0,USA,m,married,y
87859,116016,13726,24h,I went to the Weeknd concert last night and had a great time.,I went to the Weeknd concert last night and had a great time.,True,1,,leisure,22.0,USA,f,single,n
27297,55119,258,24h,I met up with an old friend I used to work with and got to hear stories about how he and his family are doing.,I met up with an old friend I used to work with and got to hear stories about how he and his family are doing.,True,1,,bonding,36.0,USA,m,single,n
22292,50084,1483,24h,I met up with one of my future roommates and went house hunting.,I met up with one of my future roommates and went house hunting.,True,1,,bonding,26.0,USA,f,single,n
93456,121650,1975,24h,I really enjoyed watching my daughter in gymnastics class.,I really enjoyed watching my daughter in gymnastics class.,True,1,,affection,39.0,USA,f,married,y
86171,114315,91,24h,Helping hold a door open for a nice lady.,Helping hold a door open for a nice lady.,True,1,bonding,bonding,29.0,USA,m,single,n
19290,47072,598,24h,I went to a room on my college campus to take a nap and someone was playing the piano and it was very peaceful.,I went to a room on my college campus to take a nap and someone was playing the piano and it was very peaceful.,True,1,,leisure,23.0,USA,f,single,n
2030,29715,3854,24h,"Spending time with my husband's niece, nephew and their new baby boy.","Spending time with my husband's niece, nephew and their new baby boy.",True,1,,affection,54.0,USA,f,married,y
11133,38874,1649,24h,I heard my daughter say I missed you after I came back from my first interview in 12 years.,I heard my daughter say I missed you after I came back from my first interview in 12 years.,True,1,,affection,46.0,USA,m,married,y
15573,43342,1704,24h,I had a good workout at the gym where I was able to meet my goals.,I had a good workout at the gym where I was able to meet my goals.,True,1,exercise,exercise,37.0,USA,m,single,n
6168,33888,835,24h,I met up with some friends I haven't seen for a week.,I met up with some friends I haven't seen for a week.,True,1,,bonding,30.0,USA,m,single,n
17879,45655,414,24h,I watched a movie that I enjoyed.,I watched a movie that I enjoyed.,True,1,leisure,leisure,29.0,USA,m,single,n
14654,42419,1303,24h,I had italian ice at Bella's as they opened for the season.,I had italian ice at Bella's as they opened for the season.,True,1,,enjoy_the_moment,38.0,USA,m,married,y
722,28395,233,24h,I was given a nice compliment at work.,I was given a nice compliment at work.,True,1,,achievement,26.0,USA,m,single,n
12352,40102,1640,24h,I went for a walk at dawn and saw a frog.,I went for a walk at dawn and saw a frog.,True,1,,leisure,36.0,USA,m,single,n
6527,34247,3958,24h,"Yesterday morning, my two-year-old grandson came over to spend the day with me.  ","Yesterday morning, my two-year-old grandson came over to spend the day with me.  ",True,1,,affection,52.0,USA,f,married,y
88848,117009,9614,24h,I was finally able to clean and detail my car. I am super obsessed with my car but I haven't been able to show the proper attention to it due to my work schedule.,I was finally able to clean and detail my car. I am super obsessed with my car but I haven't been able to show the proper attention to it due to my work schedule.,True,2,,achievement,24.0,USA,m,single,n
25376,53187,310,24h,An overnight rain storm cleaned my auto sufficiently well so I didn't have to wash it for another couple of days.,An overnight rain storm cleaned my auto sufficiently well so I didn't have to wash it for another couple of days.,True,1,achievement,achievement,83.0,USA,m,married,y
28473,56305,2105,24h,I hit platinum IV on League of Legends.,I hit platinum IV on League of Legends.,True,1,,achievement,27.0,USA,m,married,n
96734,124939,5349,24h,I beat my personal best time on my bike ride last night!,I beat my personal best time on my bike ride last night!,True,1,achievement,achievement,31.0,USA,m,single,n
11620,39363,2793,24h,"I updated my website, fivecentsmatter.com","I updated my website, fivecentsmatter.com",True,1,,achievement,33.0,USA,f,married,y
